"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg.","Period"
2016,"February 2016","Exports","Belarus",402,11640244,"џэт-рту"
2016,"February 2016","Imports","Kyrgyzstan",402,11536,"џэт-рту"
2016,"February 2016","Imports","Switzerland",402,2,"џэт-рту"
2016,"February 2016","Exports","Switzerland",402,170250,"џэт-рту"
2016,"February 2016","Imports","China, Hong Kong SAR",402,150,"џэт-рту"
2016,"February 2016","Exports","Philippines",402,6609,"џэт-рту"
2016,"February 2016","Imports","",402,208,"џэт-рту"
2016,"February 2016","Imports","Armenia",402,24899,"џэт-рту"
2016,"February 2016","Imports","Belarus",402,97708,"џэт-рту"
2017,"February 2017","Imports","China, Hong Kong SAR",402,300,"џэт-рту"
2017,"February 2017","Exports","Switzerland",402,450600,"џэт-рту"
2017,"February 2017","Exports","New Zealand",402,322351,"џэт-рту"
2017,"February 2017","Exports","Germany",402,1,"џэт-рту"
2017,"February 2017","Imports","Kazakhstan",402,1030855,"џэт-рту"
2017,"February 2017","Exports","Kazakhstan",402,17259,"џэт-рту"
2017,"February 2017","Imports","Jordan",402,91,"џэт-рту"
2017,"February 2017","Exports","EU-28",402,1,"џэт-рту"
2017,"February 2017","Exports","Kyrgyzstan",402,20000,"џэт-рту"
2017,"February 2017","Exports","Belarus",402,0,"џэт-рту"
2017,"February 2017","Imports","Georgia",402,12806,"џэт-рту"
2017,"February 2017","Imports","Armenia",402,24852,"џэт-рту"
2017,"February 2017","Exports","Ukraine",402,28,"џэт-рту"
2017,"February 2017","Exports","Turkey",402,1186225,"џэт-рту"
2017,"February 2017","Imports","Azerbaijan",402,960,"џэт-рту"
2017,"February 2017","Imports","Rep. of Moldova",402,4035,"џэт-рту"
2017,"February 2017","Exports","Argentina",402,300000,"џэт-рту"
2017,"February 2017","Imports","Mongolia",402,17899,"џэт-рту"
2017,"February 2017","Exports","Armenia",402,6,"џэт-рту"
2017,"February 2017","Imports","Belarus",402,46605,"џэт-рту"
2017,"February 2017","Imports","Kyrgyzstan",402,53158,"џэт-рту"
2018,"February 2018","Exports","United Arab Emirates",402,20603,"џэт-рту"
2018,"February 2018","Imports","Germany",402,3,"џэт-рту"
2018,"February 2018","Exports","Germany",402,1,"џэт-рту"
2018,"February 2018","Imports","Georgia",402,15590,"џэт-рту"
2018,"February 2018","Exports","EU-28",402,1,"џэт-рту"
2018,"February 2018","Exports","Ukraine",402,3,"џэт-рту"
2018,"February 2018","Exports","Switzerland",402,260600,"џэт-рту"
2018,"February 2018","Exports","Rep. of Korea",402,8672,"џэт-рту"
2018,"February 2018","Imports","Belarus",402,21087,"џэт-рту"
2018,"February 2018","Imports","Slovenia",402,81,"џэт-рту"
2018,"February 2018","Imports","Mongolia",402,15522,"џэт-рту"
2018,"February 2018","Imports","Armenia",402,13007,"џэт-рту"
2018,"February 2018","Exports","Armenia",402,1608,"џэт-рту"
2018,"February 2018","Imports","United States of America",402,2929,"џэт-рту"
2018,"February 2018","Imports","EU-28",402,9152,"џэт-рту"
2018,"February 2018","Imports","Rep. of Moldova",402,54,"џэт-рту"
2018,"February 2018","Exports","Argentina",402,100800,"џэт-рту"
2018,"February 2018","Imports","Azerbaijan",402,120,"џэт-рту"
2018,"February 2018","Exports","Azerbaijan",402,28,"џэт-рту"
2018,"February 2018","Exports","Kazakhstan",402,28863,"џэт-рту"
2018,"February 2018","Imports","Kazakhstan",402,1163857,"џэт-рту"
2018,"February 2018","Exports","Kyrgyzstan",402,21000,"џэт-рту"
2018,"February 2018","Imports","Kyrgyzstan",402,170714,"џэт-рту"
2018,"February 2018","Exports","Belarus",402,0,"џэт-рту"
2019,"February 2019","Exports","Poland",402,16,"џэт-рту"
2019,"February 2019","Exports","EU-28",402,16,"џэт-рту"
2019,"February 2019","Imports","Georgia",402,22651,"џэт-рту"
2019,"February 2019","Exports","Ukraine",402,2,"џэт-рту"
2019,"February 2019","Imports","Slovenia",402,173,"џэт-рту"
2019,"February 2019","Imports","Rep. of Moldova",402,7168,"џэт-рту"
2019,"February 2019","Exports","Armenia",402,3576,"џэт-рту"
2019,"February 2019","Exports","New Zealand",402,830900,"џэт-рту"
2019,"February 2019","Exports","Germany",402,1,"џэт-рту"
2019,"February 2019","Exports","Turkey",402,125000,"џэт-рту"
2019,"February 2019","Exports","Azerbaijan",402,40000,"џэт-рту"
2019,"February 2019","Imports","Azerbaijan",402,40905,"џэт-рту"
2019,"February 2019","Exports","Switzerland",402,50000,"џэт-рту"
2019,"February 2019","Imports","Belarus",402,65663,"џэт-рту"
2019,"February 2019","Imports","United States of America",402,3998,"џэт-рту"
2019,"February 2019","Exports","Belarus",402,0,"џэт-рту"
2019,"February 2019","Imports","Mongolia",402,17057,"џэт-рту"
2019,"February 2019","Imports","Kazakhstan",402,595948,"џэт-рту"
2019,"February 2019","Exports","Kazakhstan",402,39701,"џэт-рту"
2019,"February 2019","Imports","Armenia",402,48021,"џэт-рту"
2019,"February 2019","Imports","",402,32720,"џэт-рту"
2019,"February 2019","Exports","Kyrgyzstan",402,65000,"џэт-рту"
2019,"February 2019","Imports","Kyrgyzstan",402,2051,"џэт-рту"
2020,"February 2020","Exports","Paraguay",402,150000,"џэт-рту"
2020,"February 2020","Exports","Ireland",402,18,"џэт-рту"
2020,"February 2020","Exports","New Zealand",402,475550,"џэт-рту"
2020,"February 2020","Imports","Germany",402,4,"џэт-рту"
2020,"February 2020","Exports","Germany",402,3,"џэт-рту"
2020,"February 2020","Imports","Georgia",402,14701,"џэт-рту"
2020,"February 2020","Imports","Slovenia",402,767,"џэт-рту"
2020,"February 2020","Exports","Uruguay",402,1063221,"џэт-рту"
2020,"February 2020","Exports","Czech Rep.",402,1,"џэт-рту"
2020,"February 2020","Exports","EU-28",402,22,"џэт-рту"
2020,"February 2020","Exports","Ukraine",402,4,"џэт-рту"
2020,"February 2020","Imports","EU-28",402,3,"џэт-рту"
2020,"February 2020","Exports","Belarus",402,8497981,"џэт-рту"
2020,"February 2020","Imports","Belarus",402,206417,"џэт-рту"
2020,"February 2020","Imports","Armenia",402,18820,"џэт-рту"
2020,"February 2020","Imports","Rep. of Moldova",402,12910,"џэт-рту"
2020,"February 2020","Imports","",402,54180,"џэт-рту"
2020,"February 2020","Imports","Azerbaijan",402,22736,"џэт-рту"
2020,"February 2020","Exports","Kyrgyzstan",402,91000,"џэт-рту"
2020,"February 2020","Imports","Kyrgyzstan",402,3229,"џэт-рту"
2020,"February 2020","Exports","Switzerland",402,109200,"џэт-рту"
2010,"February 2010","Exports","Switzerland",403,103593,"џэт-рту"
2010,"February 2010","Exports","Lithuania",403,15955,"џэт-рту"
2010,"February 2010","Exports","Latvia",403,8385,"џэт-рту"
2010,"February 2010","Exports","Finland",403,602600,"џэт-рту"
2010,"February 2010","Exports","Estonia",403,28967,"џэт-рту"
2010,"February 2010","Imports","Rep. of Moldova",403,114384,"џэт-рту"
2010,"February 2010","Exports","Bulgaria",403,100,"џэт-рту"
2010,"February 2010","Exports","France",403,114800,"џэт-рту"
2010,"February 2010","Exports","Austria",403,1600,"џэт-рту"
2010,"February 2010","Imports","EU-28",403,248,"џэт-рту"
2010,"February 2010","Exports","EU-28",403,919788,"џэт-рту"
2010,"February 2010","Imports","Kazakhstan",403,2504457,"џэт-рту"
2010,"February 2010","Exports","Italy",403,12900,"џэт-рту"
2010,"February 2010","Imports","Georgia",403,87693,"џэт-рту"
2010,"February 2010","Imports","Ukraine",403,613071,"џэт-рту"
2010,"February 2010","Exports","Ukraine",403,172,"џэт-рту"
2010,"February 2010","Imports","Armenia",403,30292,"џэт-рту"
2010,"February 2010","Exports","Germany",403,117302,"џэт-рту"
2010,"February 2010","Imports","Germany",403,248,"џэт-рту"
2010,"February 2010","Exports","Poland",403,NA,"џэт-рту"
2011,"February 2011","Exports","Austria",403,400,"џэт-рту"
2011,"February 2011","Imports","Kazakhstan",403,2237822,"џэт-рту"
2011,"February 2011","Exports","Switzerland",403,1448,"џэт-рту"
2011,"February 2011","Imports","Jordan",403,263,"џэт-рту"
2011,"February 2011","Imports","Ukraine",403,566195,"џэт-рту"
2011,"February 2011","Exports","Lithuania",403,85543,"џэт-рту"
2011,"February 2011","Imports","Belarus",403,1168888,"џэт-рту"
2011,"February 2011","Imports","Kyrgyzstan",403,309631,"џэт-рту"
2011,"February 2011","Exports","Belarus",403,2081659,"џэт-рту"
2011,"February 2011","Exports","France",403,264200,"џэт-рту"
2011,"February 2011","Imports","Armenia",403,13200,"џэт-рту"
2011,"February 2011","Exports","Belgium",403,50000,"џэт-рту"
2011,"February 2011","Exports","Poland",403,23448,"џэт-рту"
2011,"February 2011","Exports","Ukraine",403,42,"џэт-рту"
2011,"February 2011","Exports","Latvia",403,11071,"џэт-рту"
2011,"February 2011","Exports","Finland",403,708500,"џэт-рту"
2011,"February 2011","Exports","Estonia",403,144500,"џэт-рту"
2011,"February 2011","Imports","EU-28",403,11,"џэт-рту"
2011,"February 2011","Imports","Rep. of Moldova",403,131267,"џэт-рту"
2011,"February 2011","Exports","EU-28",403,1457452,"џэт-рту"
2011,"February 2011","Exports","Italy",403,16900,"џэт-рту"
2011,"February 2011","Imports","Germany",403,11,"џэт-рту"
2011,"February 2011","Imports","Georgia",403,96685,"џэт-рту"
2011,"February 2011","Exports","Germany",403,152957,"џэт-рту"
2012,"February 2012","Exports","Luxembourg",403,NA,"џэт-рту"
2012,"February 2012","Exports","Poland",403,67686,"џэт-рту"
2012,"February 2012","Exports","Germany",403,300759,"џэт-рту"
2012,"February 2012","Exports","Serbia",403,3187,"џэт-рту"
2012,"February 2012","Exports","Italy",403,20800,"џэт-рту"
2012,"February 2012","Exports","France",403,211400,"џэт-рту"
2012,"February 2012","Imports","Rep. of Moldova",403,122284,"џэт-рту"
2012,"February 2012","Exports","EU-28",403,1900966,"џэт-рту"
2012,"February 2012","Imports","United States of America",403,2718,"џэт-рту"
2012,"February 2012","Exports","Finland",403,871000,"џэт-рту"
2012,"February 2012","Exports","Switzerland",403,1868,"џэт-рту"
2012,"February 2012","Imports","Georgia",403,91444,"џэт-рту"
2012,"February 2012","Exports","Ukraine",403,635,"џэт-рту"
2012,"February 2012","Exports","Lithuania",403,218832,"џэт-рту"
2012,"February 2012","Exports","Estonia",403,180600,"џэт-рту"
2012,"February 2012","Exports","Kazakhstan",403,5700,"џэт-рту"
2012,"February 2012","Imports","Kazakhstan",403,1994900,"џэт-рту"
2012,"February 2012","Imports","Belarus",403,775504,"џэт-рту"
2012,"February 2012","Exports","Latvia",403,26352,"џэт-рту"
2012,"February 2012","Imports","Kyrgyzstan",403,438180,"џэт-рту"
2012,"February 2012","Imports","Ukraine",403,470959,"џэт-рту"
2012,"February 2012","Exports","Belarus",403,3177480,"џэт-рту"
2012,"February 2012","Imports","Armenia",403,63025,"џэт-рту"
2013,"February 2013","Imports","Russian Federation",403,3501,"џэт-рту"
2013,"February 2013","Exports","Germany",403,318127,"џэт-рту"
2013,"February 2013","Imports","EU-28",403,150,"џэт-рту"
2013,"February 2013","Exports","Greece",403,1154,"џэт-рту"
2013,"February 2013","Imports","Azerbaijan",403,266381,"џэт-рту"
2013,"February 2013","Exports","Poland",403,40135,"џэт-рту"
2013,"February 2013","Exports","Latvia",403,43512,"џэт-рту"
2013,"February 2013","Exports","Ireland",403,15350,"џэт-рту"
2013,"February 2013","Re-imports","Russian Federation",403,3501,"џэт-рту"
2013,"February 2013","Exports","EU-28",403,2362190,"џэт-рту"
2013,"February 2013","Imports","Greece",403,150,"џэт-рту"
2013,"February 2013","Imports","Kyrgyzstan",403,571045,"џэт-рту"
2013,"February 2013","Exports","France",403,345700,"џэт-рту"
2013,"February 2013","Exports","Switzerland",403,2015,"џэт-рту"
2013,"February 2013","Exports","Lithuania",403,413960,"џэт-рту"
2013,"February 2013","Exports","Finland",403,973150,"џэт-рту"
2013,"February 2013","Imports","Georgia",403,164647,"џэт-рту"
2013,"February 2013","Exports","Kazakhstan",403,15329,"џэт-рту"
2013,"February 2013","Imports","Kazakhstan",403,NA,"џэт-рту"
2013,"February 2013","Imports","Belarus",403,1325460,"џэт-рту"
2013,"February 2013","Imports","Armenia",403,49116,"џэт-рту"
2013,"February 2013","Exports","Estonia",403,210900,"џэт-рту"
2013,"February 2013","Exports","Belarus",403,5094780,"џэт-рту"
2013,"February 2013","Imports","Rep. of Moldova",403,102758,"џэт-рту"
2013,"February 2013","Imports","Ukraine",403,581582,"џэт-рту"
2013,"February 2013","Exports","Ukraine",403,332,"џэт-рту"
2014,"February 2014","Exports","Slovakia",403,25,"џэт-рту"
2014,"February 2014","Exports","Ireland",403,34000,"џэт-рту"
2014,"February 2014","Exports","France",403,196969,"џэт-рту"
2014,"February 2014","Imports","United States of America",403,3678,"џэт-рту"
2014,"February 2014","Exports","Poland",403,116906,"џэт-рту"
2014,"February 2014","Exports","Finland",403,1106041,"џэт-рту"
2014,"February 2014","Imports","Rep. of Moldova",403,99533,"џэт-рту"
2014,"February 2014","Exports","Estonia",403,378032200,"џэт-рту"
2014,"February 2014","Exports","EU-28",403,2656814,"џэт-рту"
2014,"February 2014","Imports","Kyrgyzstan",403,497976,"џэт-рту"
2014,"February 2014","Exports","Ukraine",403,71,"џэт-рту"
2014,"February 2014","Exports","Germany",403,312177,"џэт-рту"
2014,"February 2014","Exports","Austria",403,15800,"џэт-рту"
2014,"February 2014","Exports","Latvia",403,49809,"џэт-рту"
2014,"February 2014","Imports","Ukraine",403,258894,"џэт-рту"
2014,"February 2014","Exports","Lithuania",403,428535,"џэт-рту"
2014,"February 2014","Exports","Italy",403,14556,"џэт-рту"
2014,"February 2014","Exports","Slovenia",403,3915,"џэт-рту"
2014,"February 2014","Imports","Kazakhstan",403,2469592,"џэт-рту"
2014,"February 2014","Exports","Kazakhstan",403,286867,"џэт-рту"
2014,"February 2014","Exports","Belarus",403,5328154,"џэт-рту"
2014,"February 2014","Exports","Switzerland",403,7250,"џэт-рту"
2014,"February 2014","Imports","Belarus",403,1436065,"џэт-рту"
2014,"February 2014","Imports","Armenia",403,74485,"џэт-рту"
2014,"February 2014","Imports","Azerbaijan",403,292864,"џэт-рту"
2014,"February 2014","Imports","Georgia",403,180969,"џэт-рту"
2015,"February 2015","Exports","Serbia",403,31089,"џэт-рту"
2015,"February 2015","Imports","Azerbaijan",403,19847,"џэт-рту"
2015,"February 2015","Imports","Georgia",403,195991,"џэт-рту"
2015,"February 2015","Exports","Netherlands",403,6,"џэт-рту"
2015,"February 2015","Exports","Finland",403,216,"џэт-рту"
2015,"February 2015","Imports","Switzerland",403,32,"џэт-рту"
2015,"February 2015","Exports","Spain",403,NA,"џэт-рту"
2015,"February 2015","Exports","Ukraine",403,54,"џэт-рту"
2015,"February 2015","Exports","Armenia",403,338,"џэт-рту"
2015,"February 2015","Imports","Ukraine",403,334838,"џэт-рту"
2015,"February 2015","Exports","Kazakhstan",403,165010,"џэт-рту"
2015,"February 2015","Imports","Kazakhstan",403,2493012,"џэт-рту"
2015,"February 2015","Imports","United States of America",403,2770,"џэт-рту"
2015,"February 2015","Exports","Switzerland",403,1870,"џэт-рту"
2015,"February 2015","Exports","EU-28",403,220,"џэт-рту"
2015,"February 2015","Imports","Kyrgyzstan",403,363743,"џэт-рту"
2015,"February 2015","Imports","Armenia",403,147665,"џэт-рту"
2015,"February 2015","Exports","Belarus",403,6300970,"џэт-рту"
2015,"February 2015","Imports","Belarus",403,1150128,"џэт-рту"
2015,"February 2015","Imports","Rep. of Moldova",403,125506,"џэт-рту"
2016,"February 2016","Imports","Kazakhstan",403,2659086,"џэт-рту"
2016,"February 2016","Exports","Kazakhstan",403,156200,"џэт-рту"
2016,"February 2016","Exports","Serbia",403,16733,"џэт-рту"
2016,"February 2016","Exports","Germany",403,200,"џэт-рту"
2016,"February 2016","Exports","EU-28",403,200,"џэт-рту"
2016,"February 2016","Imports","Armenia",403,173648,"џэт-рту"
2016,"February 2016","Imports","Georgia",403,217260,"џэт-рту"
2016,"February 2016","Exports","Belarus",403,7799195,"џэт-рту"
2016,"February 2016","Exports","Switzerland",403,1961,"џэт-рту"
2016,"February 2016","Exports","Rep. of Korea",403,7320,"џэт-рту"
2016,"February 2016","Imports","Azerbaijan",403,4336,"џэт-рту"
2016,"February 2016","Imports","Rep. of Moldova",403,140394,"џэт-рту"
2016,"February 2016","Imports","Belarus",403,1336833,"џэт-рту"
2017,"February 2017","Exports","Switzerland",403,4624,"џэт-рту"
2017,"February 2017","Imports","Armenia",403,158295,"џэт-рту"
2017,"February 2017","Imports","Kyrgyzstan",403,225505,"џэт-рту"
2017,"February 2017","Exports","Azerbaijan",403,1326,"џэт-рту"
2017,"February 2017","Exports","Germany",403,500,"џэт-рту"
2017,"February 2017","Exports","EU-28",403,500,"џэт-рту"
2017,"February 2017","Exports","Serbia",403,9638,"џэт-рту"
2017,"February 2017","Exports","Ukraine",403,154,"џэт-рту"
2017,"February 2017","Exports","Kazakhstan",403,383063,"џэт-рту"
2017,"February 2017","Imports","Kazakhstan",403,2811764,"џэт-рту"
2017,"February 2017","Imports","Rep. of Moldova",403,109731,"џэт-рту"
2017,"February 2017","Exports","",403,4340,"џэт-рту"
2017,"February 2017","Exports","Belarus",403,8095704,"џэт-рту"
2017,"February 2017","Imports","Belarus",403,1165410,"џэт-рту"
2017,"February 2017","Imports","Azerbaijan",403,14946,"џэт-рту"
2017,"February 2017","Exports","Armenia",403,5371,"џэт-рту"
2017,"February 2017","Imports","Georgia",403,160753,"џэт-рту"
2017,"February 2017","Imports","Mongolia",403,83045,"џэт-рту"
2018,"February 2018","Exports","Switzerland",403,11942,"џэт-рту"
2018,"February 2018","Imports","Slovenia",403,48,"џэт-рту"
2018,"February 2018","Imports","Armenia",403,225278,"џэт-рту"
2018,"February 2018","Exports","Serbia",403,7673,"џэт-рту"
2018,"February 2018","Imports","Georgia",403,168350,"џэт-рту"
2018,"February 2018","Exports","Ukraine",403,153,"џэт-рту"
2018,"February 2018","Imports","Azerbaijan",403,13787,"џэт-рту"
2018,"February 2018","Imports","Belarus",403,1133354,"џэт-рту"
2018,"February 2018","Exports","Kazakhstan",403,491335,"џэт-рту"
2018,"February 2018","Imports","Kazakhstan",403,3332149,"џэт-рту"
2018,"February 2018","Imports","Mongolia",403,65283,"џэт-рту"
2018,"February 2018","Exports","Armenia",403,31909,"џэт-рту"
2018,"February 2018","Imports","Kyrgyzstan",403,150397,"џэт-рту"
2018,"February 2018","Imports","Rep. of Moldova",403,107273,"џэт-рту"
2018,"February 2018","Exports","Belarus",403,0,"џэт-рту"
2019,"February 2019","Exports","Serbia",403,9526,"џэт-рту"
2019,"February 2019","Imports","",403,233090,"џэт-рту"
2019,"February 2019","Exports","Armenia",403,50928,"џэт-рту"
2019,"February 2019","Imports","Kazakhstan",403,1895108,"џэт-рту"
2019,"February 2019","Exports","Kazakhstan",403,546141,"џэт-рту"
2019,"February 2019","Exports","Rep. of Korea",403,30228,"џэт-рту"
2019,"February 2019","Imports","Belarus",403,1096691,"џэт-рту"
2019,"February 2019","Imports","Kyrgyzstan",403,82785,"џэт-рту"
2019,"February 2019","Imports","Slovenia",403,36,"џэт-рту"
2019,"February 2019","Imports","Rep. of Moldova",403,171678,"џэт-рту"
2019,"February 2019","Imports","Armenia",403,447084,"џэт-рту"
2019,"February 2019","Exports","Ukraine",403,28,"џэт-рту"
2019,"February 2019","Exports","Belarus",403,9652370,"џэт-рту"
2019,"February 2019","Imports","Mongolia",403,116101,"џэт-рту"
2019,"February 2019","Imports","Georgia",403,279111,"џэт-рту"
2019,"February 2019","Exports","Switzerland",403,4536,"џэт-рту"
2019,"February 2019","Imports","Azerbaijan",403,376751,"џэт-рту"
2020,"February 2020","Imports","United States of America",403,2686,"џэт-рту"
2020,"February 2020","Exports","Belarus",403,10003420,"џэт-рту"
2020,"February 2020","Imports","Azerbaijan",403,478810,"џэт-рту"
2020,"February 2020","Exports","Serbia",403,10584,"џэт-рту"
2020,"February 2020","Imports","Georgia",403,201381,"џэт-рту"
2020,"February 2020","Exports","Switzerland",403,8562,"џэт-рту"
2020,"February 2020","Imports","Kyrgyzstan",403,158322,"џэт-рту"
2020,"February 2020","Imports","Belarus",403,1048204,"џэт-рту"
2020,"February 2020","Imports","Armenia",403,256200,"џэт-рту"
2020,"February 2020","Exports","Armenia",403,21547,"џэт-рту"
2020,"February 2020","Exports","Turkey",403,80,"џэт-рту"
2020,"February 2020","Exports","Ukraine",403,68,"џэт-рту"
2020,"February 2020","Imports","Slovenia",403,53,"џэт-рту"
2020,"February 2020","Imports","Rep. of Moldova",403,118508,"џэт-рту"
2020,"February 2020","Imports","",403,365130,"џэт-рту"
2020,"February 2020","Re-exports","Turkey",403,80,"џэт-рту"
2010,"February 2010","Exports","Belgium",404,99000,"џэт-рту"
2010,"February 2010","Imports","Kazakhstan",404,10286,"џэт-рту"
2010,"February 2010","Exports","Latvia",404,21000,"џэт-рту"
2010,"February 2010","Exports","France",404,674400,"џэт-рту"
2010,"February 2010","Exports","United States of America",404,NA,"џэт-рту"
2010,"February 2010","Exports","Czech Rep.",404,50000,"џэт-рту"
2010,"February 2010","Exports","Finland",404,433900,"џэт-рту"
2010,"February 2010","Exports","Estonia",404,211075,"џэт-рту"
2010,"February 2010","Exports","Poland",404,857000,"џэт-рту"
2010,"February 2010","Exports","EU-28",404,3143136,"џэт-рту"
2010,"February 2010","Exports","Lithuania",404,205700,"џэт-рту"
2010,"February 2010","Exports","Sweden",404,14400,"џэт-рту"
2010,"February 2010","Exports","Italy",404,50300,"џэт-рту"
2010,"February 2010","Exports","Germany",404,319350,"џэт-рту"
2010,"February 2010","Exports","New Zealand",404,22400,"џэт-рту"
2010,"February 2010","Exports","Canada",404,199925,"џэт-рту"
2010,"February 2010","Exports","Spain",404,23400,"џэт-рту"
2011,"February 2011","Exports","Belarus",404,3885793,"џэт-рту"
2011,"February 2011","Exports","Lithuania",404,650000,"џэт-рту"
2011,"February 2011","Exports","EU-28",404,3204784,"џэт-рту"
2011,"February 2011","Exports","United States of America",404,NA,"џэт-рту"
2011,"February 2011","Imports","Kazakhstan",404,1711,"џэт-рту"
2011,"February 2011","Imports","Kyrgyzstan",404,1003,"џэт-рту"
2011,"February 2011","Exports","Belgium",404,20000,"џэт-рту"
2011,"February 2011","Exports","Finland",404,633700,"џэт-рту"
2011,"February 2011","Exports","Estonia",404,352000,"џэт-рту"
2011,"February 2011","Exports","Poland",404,398000,"џэт-рту"
2011,"February 2011","Exports","Germany",404,165843,"џэт-рту"
2011,"February 2011","Exports","Hungary",404,900,"џэт-рту"
2011,"February 2011","Exports","New Zealand",404,104201,"џэт-рту"
2011,"February 2011","Exports","Czech Rep.",404,104000,"џэт-рту"
2011,"February 2011","Exports","France",404,720900,"џэт-рту"
2011,"February 2011","Exports","Netherlands",404,159412,"џэт-рту"
2012,"February 2012","Exports","France",404,297000,"џэт-рту"
2012,"February 2012","Exports","Netherlands",404,77876,"џэт-рту"
2012,"February 2012","Exports","Lithuania",404,148000,"џэт-рту"
2012,"February 2012","Exports","EU-28",404,2048063,"џэт-рту"
2012,"February 2012","Exports","Finland",404,535300,"џэт-рту"
2012,"February 2012","Exports","Hungary",404,1300,"џэт-рту"
2012,"February 2012","Exports","Latvia",404,22000,"џэт-рту"
2012,"February 2012","Exports","Germany",404,115650,"џэт-рту"
2012,"February 2012","Exports","Ukraine",404,26977,"џэт-рту"
2012,"February 2012","Exports","Poland",404,510250,"џэт-рту"
2012,"February 2012","Imports","Belarus",404,55615,"џэт-рту"
2012,"February 2012","Exports","Belgium",404,135000,"џэт-рту"
2012,"February 2012","Imports","Kazakhstan",404,17000,"џэт-рту"
2012,"February 2012","Exports","New Zealand",404,90560,"џэт-рту"
2012,"February 2012","Exports","Estonia",404,181600,"џэт-рту"
2012,"February 2012","Exports","Belarus",404,4825658,"џэт-рту"
2012,"February 2012","Exports","Austria",404,24200,"џэт-рту"
2012,"February 2012","Imports","Kyrgyzstan",404,5000,"џэт-рту"
2013,"February 2013","Exports","Netherlands",404,310377,"џэт-рту"
2013,"February 2013","Imports","Azerbaijan",404,10061,"џэт-рту"
2013,"February 2013","Exports","Italy",404,25000,"џэт-рту"
2013,"February 2013","Exports","Ireland",404,600,"џэт-рту"
2013,"February 2013","Exports","New Zealand",404,78181,"џэт-рту"
2013,"February 2013","Imports","Russian Federation",404,20000,"џэт-рту"
2013,"February 2013","Re-imports","Russian Federation",404,20000,"џэт-рту"
2013,"February 2013","Exports","Hungary",404,36,"џэт-рту"
2013,"February 2013","Exports","France",404,507000,"џэт-рту"
2013,"February 2013","Imports","France",404,18000,"џэт-рту"
2013,"February 2013","Exports","EU-28",404,1644271,"џэт-рту"
2013,"February 2013","Imports","EU-28",404,18000,"џэт-рту"
2013,"February 2013","Imports","Kazakhstan",404,22172,"џэт-рту"
2013,"February 2013","Exports","Ukraine",404,820006,"џэт-рту"
2013,"February 2013","Exports","Lithuania",404,62000,"џэт-рту"
2013,"February 2013","Exports","Germany",404,92002,"џэт-рту"
2013,"February 2013","Exports","Switzerland",404,180,"џэт-рту"
2013,"February 2013","Exports","Finland",404,257506,"џэт-рту"
2013,"February 2013","Exports","Poland",404,257250,"џэт-рту"
2013,"February 2013","Exports","Estonia",404,20000,"џэт-рту"
2013,"February 2013","Exports","Belgium",404,112500,"џэт-рту"
2013,"February 2013","Imports","Belarus",404,123140,"џэт-рту"
2013,"February 2013","Exports","Belarus",404,7427993,"џэт-рту"
2014,"February 2014","Exports","Czech Rep.",404,286100,"џэт-рту"
2014,"February 2014","Exports","France",404,723975,"џэт-рту"
2014,"February 2014","Exports","Portugal",404,24750,"џэт-рту"
2014,"February 2014","Exports","Poland",404,870210,"џэт-рту"
2014,"February 2014","Exports","Ukraine",404,1240000,"џэт-рту"
2014,"February 2014","Imports","Ukraine",404,120000,"џэт-рту"
2014,"February 2014","Exports","Finland",404,383750,"џэт-рту"
2014,"February 2014","Exports","Estonia",404,132000000,"џэт-рту"
2014,"February 2014","Exports","Switzerland",404,380,"џэт-рту"
2014,"February 2014","Exports","Hungary",404,6,"џэт-рту"
2014,"February 2014","Exports","Italy",404,203000,"џэт-рту"
2014,"February 2014","Imports","Kazakhstan",404,116391,"џэт-рту"
2014,"February 2014","Exports","Lithuania",404,85000,"џэт-рту"
2014,"February 2014","Exports","Belarus",404,7209010,"џэт-рту"
2014,"February 2014","Exports","Netherlands",404,221900,"џэт-рту"
2014,"February 2014","Exports","EU-28",404,3119204,"џэт-рту"
2014,"February 2014","Exports","United States of America",404,NA,"џэт-рту"
2014,"February 2014","Imports","Belarus",404,286663,"џэт-рту"
2014,"February 2014","Exports","Germany",404,3288,"џэт-рту"
2014,"February 2014","Exports","Slovakia",404,50225,"џэт-рту"
2014,"February 2014","Exports","Belgium",404,135000,"џэт-рту"
2015,"February 2015","Exports","Uruguay",404,26844,"џэт-рту"
2015,"February 2015","Exports","Netherlands",404,19,"џэт-рту"
2015,"February 2015","Imports","EU-28",404,45000,"џэт-рту"
2015,"February 2015","Exports","EU-28",404,23167,"џэт-рту"
2015,"February 2015","Exports","Germany",404,23002,"џэт-рту"
2015,"February 2015","Exports","Belarus",404,7405418,"џэт-рту"
2015,"February 2015","Imports","Kazakhstan",404,210065,"џэт-рту"
2015,"February 2015","Exports","Argentina",404,117400,"џэт-рту"
2015,"February 2015","Exports","Finland",404,165,"џэт-рту"
2015,"February 2015","Imports","Kyrgyzstan",404,13000,"џэт-рту"
2015,"February 2015","Imports","Belarus",404,219573,"џэт-рту"
2016,"February 2016","Exports","EU-28",404,2486,"џэт-рту"
2016,"February 2016","Exports","Germany",404,97,"џэт-рту"
2016,"February 2016","Imports","Kazakhstan",404,437146,"џэт-рту"
